id	latitude	longitude	tree_type	height(m)
90	38.801528	37.163338	pistacia_lentiscus	8.41
91	38.345545	43.506414	abies_nordmanniana	14.05
92	38.214155	26.327512	populus_nigra	11.31
93	38.621837	28.736799	populus_nigra	16.19
94	38.866557	43.34415	pistacia_lentiscus	8.06
95	36.188732	44.696513	salix_alba	16.94
96	38.279555	42.76206	pinus_pinea	10.09
97	37.792905	31.748296	abies_cilicica	12.06
98	36.196243	44.088246	pinus_pinea	5.9
99	40.228794	26.349429	fraxinus_excelsior	6.61
100	36.94438	32.496095	quercus_cerris	20.37
101	40.74288	29.724549	castanea_sativa	3.81
102	37.056367	30.668661	cedrus_libani	2.32
103	36.207218	34.323987	pinus_brutia	19.29
104	38.192013	42.618409	fraxinus_excelsior	24.61
105	39.097556	32.864841	fraxinus_excelsior	22.56
106	38.760555	39.876706	juniperus_spp	11.58
107	36.073487	27.593631	abies_nordmanniana	15.78
108	39.606672	43.540224	olea_europaea	8.35
109	36.884008	28.316416	salix_alba	24.42
110	40.432427	38.853483	castanea_sativa	21.18
111	41.269637	44.425528	quercus_frainetto	15.28
112	37.700918	33.95992	fagus_orientalis	16.75
113	38.216302	29.028832	abies_cilicica	18.46
114	40.06907	40.465841	salix_alba	17.32
115	39.173576	36.772616	pistacia_lentiscus	28.21
116	38.101746	36.566919	juniperus_spp	29.34
117	36.49247	40.228872	abies_nordmanniana	17.41
118	41.143938	38.295358	castanea_sativa	14.07
119	36.289831	35.399983	quercus_macrolepis	8.4
120	41.583342	33.026385	fagus_orientalis	13.07
121	36.256652	27.540412	pistacia_lentiscus	14.45
122	38.442933	26.727479	pinus_sylvestris	2.54
123	40.877676	39.188181	populus_nigra	4.0
124	37.441544	26.00034	quercus_cerris	27.53
125	40.304586	35.84128	carpinus_betulus	17.13
126	37.348044	32.054195	abies_nordmanniana	29.35
127	36.802923	33.182956	pistacia_lentiscus	19.5
128	36.47507	33.179744	quercus_macrolepis	20.72
129	40.08801	41.458569	populus_nigra	24.47
130	39.738096	38.474184	pinus_sylvestris	27.22
131	41.355303	38.707319	pinus_brutia	17.27
132	38.20953	36.362984	pistacia_lentiscus	20.86
133	37.023154	30.770448	olea_europaea	14.25
134	40.590305	28.139296	carpinus_betulus	5.77
135	39.058618	28.491667	carpinus_betulus	10.69
136	37.375311	26.360789	populus_nigra	20.13
137	38.617483	27.945691	quercus_macrolepis	5.09
138	37.523373	27.569028	fagus_orientalis	15.41
139	37.44894	38.651469	fraxinus_excelsior	11.28
140	36.204804	38.658756	fraxinus_excelsior	28.48
141	36.81452	42.310997	quercus_macrolepis	20.99
142	41.705983	35.137711	fagus_orientalis	15.95
143	40.990943	40.337016	juniperus_spp	10.95
144	41.621724	44.93038	quercus_macrolepis	5.08
145	38.316298	27.895758	populus_nigra	25.33
146	37.186683	42.10106	pinus_sylvestris	9.13
147	39.391518	28.194803	abies_nordmanniana	3.36
148	37.588518	26.035737	quercus_cerris	26.43
149	41.986516	27.892812	pinus_pinea	29.12
150	37.735515	40.961984	fagus_orientalis	20.2
151	37.305869	26.192	abies_nordmanniana	25.76
152	36.547786	39.912961	pinus_nigra	4.27
153	39.243703	44.978805	ceratonia_siliqua	12.06
154	37.520056	39.063574	abies_cilicica	29.89
155	41.758258	36.117882	carpinus_betulus	15.11
156	40.584565	44.20851	cedrus_libani	3.71
157	40.89182	33.659211	quercus_frainetto	25.71
158	39.30339	36.418496	juniperus_spp	15.07
159	38.038211	27.249624	fraxinus_excelsior	20.44
160	38.525997	42.204134	juniperus_spp	10.83
161	40.753774	42.313286	carpinus_betulus	5.22
162	36.957124	27.202245	olea_europaea	29.15
163	41.332629	38.078161	pinus_sylvestris	2.63
164	40.597379	44.692876	fraxinus_excelsior	17.23
165	37.185063	42.71654	fraxinus_excelsior	3.86
166	38.93961	35.885601	ceratonia_siliqua	25.7
167	38.715971	30.514665	carpinus_betulus	2.86
168	39.436226	30.555383	cedrus_libani	19.5
169	41.045938	44.917989	castanea_sativa	11.19
170	39.789768	35.573249	abies_nordmanniana	25.64
171	36.716965	42.083288	populus_nigra	18.48
172	41.225356	34.195891	castanea_sativa	12.37
173	39.189806	41.012605	carpinus_betulus	27.76
174	41.748701	38.062522	pinus_brutia	3.4
175	36.165646	30.517157	cedrus_libani	6.38
176	37.382443	26.991975	fraxinus_excelsior	10.23
177	36.438323	30.826921	fraxinus_excelsior	21.05
178	37.373625	40.831954	carpinus_betulus	23.28
179	37.000994	38.675566	juniperus_spp	24.37
180	36.848892	41.977082	pinus_nigra	16.98
181	39.613729	35.140931	pinus_brutia	8.12
182	36.326953	39.07782	castanea_sativa	23.62
183	40.790154	33.164881	pinus_brutia	29.93
184	40.328995	36.656101	pinus_pinea	26.19
185	37.023633	31.261155	olea_europaea	21.88
186	36.506273	39.707263	pinus_nigra	7.75
187	39.109767	39.083814	ceratonia_siliqua	3.21
188	41.847424	42.079786	abies_nordmanniana	18.44
189	38.915867	33.456671	salix_alba	27.53
190	39.954142	28.674453	cedrus_libani	7.92
191	36.237868	29.654577	pinus_brutia	15.26
192	37.132806	32.991594	pinus_pinea	9.1
193	37.76526	35.854961	pinus_pinea	4.12
194	39.1107	44.851651	fraxinus_excelsior	29.93
195	40.594307	35.572254	castanea_sativa	12.56
196	36.634092	35.705477	pinus_pinea	22.9
197	41.269256	26.267302	abies_nordmanniana	23.0
198	38.351738	34.564079	quercus_macrolepis	15.97
199	40.211111	43.301001	fraxinus_excelsior	25.97
200	40.896327	40.240829	castanea_sativa	10.96
201	40.200224	31.999063	quercus_frainetto	6.27
202	38.293597	26.055445	fraxinus_excelsior	24.94
203	39.258773	32.736834	fraxinus_excelsior	15.13
204	40.731596	40.120594	juniperus_spp	26.11
205	39.716432	26.773345	pinus_sylvestris	3.96
206	39.245698	29.956401	carpinus_betulus	7.0
207	40.056574	38.085968	picea_orientalis	12.55
208	41.781749	34.480602	quercus_cerris	7.52
209	39.392192	41.735729	pinus_sylvestris	8.56
210	36.690179	26.007851	cedrus_libani	4.43
211	39.923569	38.143487	castanea_sativa	3.62
212	40.360144	26.007529	abies_nordmanniana	27.58
213	37.940647	38.466999	populus_nigra	28.65
214	36.968483	43.15634	fagus_orientalis	17.04
215	36.955821	36.501301	quercus_frainetto	29.52
216	40.314986	33.3277	quercus_cerris	7.29
217	40.518725	34.055076	cedrus_libani	18.69
218	37.370616	34.581443	pinus_nigra	8.49
219	41.874797	44.497713	picea_orientalis	11.81
220	40.392345	34.409543	abies_nordmanniana	28.64
221	41.175572	32.341307	fagus_orientalis	11.97
222	39.784762	32.995293	quercus_macrolepis	21.28
223	39.28109	31.148735	quercus_macrolepis	10.42
224	39.47995	44.189333	pinus_pinea	11.13
225	39.316667	36.695486	abies_cilicica	2.92
226	40.632416	40.186256	pinus_brutia	16.84
227	41.544891	35.889742	carpinus_betulus	15.64
228	41.039588	36.43665	fagus_orientalis	7.38
229	39.946007	29.188407	populus_nigra	22.69
230	39.504779	42.843492	abies_cilicica	13.16
231	41.670517	41.759731	ceratonia_siliqua	10.13
232	39.703693	30.383552	salix_alba	7.63
233	36.279512	43.557781	pinus_pinea	2.2
234	39.627381	43.316632	pinus_brutia	3.41
235	40.549605	28.310684	pinus_sylvestris	18.1
236	41.421044	39.004808	quercus_cerris	26.98
237	41.478912	43.873109	pistacia_lentiscus	15.23
238	40.118028	28.786901	abies_cilicica	11.41
239	38.35408	27.622694	populus_nigra	4.65
240	37.879977	37.594931	castanea_sativa	20.53
241	38.631781	41.298976	pinus_sylvestris	3.3
242	36.331513	35.196807	populus_nigra	28.4
243	38.354692	43.735854	pinus_brutia	21.01
244	41.711575	35.041672	pinus_pinea	17.79
245	41.576284	35.116637	abies_nordmanniana	24.28
246	40.589926	44.174263	pinus_nigra	19.94
247	37.907374	29.528665	pistacia_lentiscus	3.66
248	38.589827	38.544946	pistacia_lentiscus	3.96
249	41.666798	35.468446	populus_nigra	12.14
250	37.223128	28.2009	pinus_pinea	8.61
251	37.489146	35.447076	juniperus_spp	6.78
252	40.091453	44.471617	quercus_cerris	17.81
253	41.130988	31.631603	quercus_macrolepis	20.18
254	40.445573	29.342513	fraxinus_excelsior	18.51
255	37.387079	42.371079	salix_alba	25.98
256	38.630853	27.349105	quercus_frainetto	23.07
257	36.322931	38.097398	pistacia_lentiscus	8.35
258	37.344754	36.250594	ceratonia_siliqua	9.46
259	41.62592	29.26897	juniperus_spp	20.2
260	40.392866	39.554388	quercus_macrolepis	22.37
261	37.08245	36.393466	ceratonia_siliqua	27.34
262	38.961849	30.922043	pinus_pinea	8.77
263	38.866906	37.133539	quercus_cerris	23.21
264	41.261221	44.21608	pinus_sylvestris	26.25
265	41.642984	42.292395	quercus_cerris	28.37
266	39.158129	33.795957	pinus_nigra	26.32
267	37.340604	43.060246	juniperus_spp	27.7
268	40.04746	36.891478	pinus_nigra	5.28
269	36.552943	29.833673	abies_cilicica	11.44
270	38.150125	30.696617	pinus_brutia	11.25
271	37.419233	41.161577	salix_alba	17.94
272	39.250011	30.193555	olea_europaea	23.56
273	41.943442	41.332086	quercus_frainetto	20.64
274	37.005051	28.348282	salix_alba	16.72
275	38.524248	26.658407	fraxinus_excelsior	12.92
276	38.537374	28.282276	pinus_nigra	9.38
277	41.415143	36.792571	pinus_brutia	14.9
278	37.375939	28.34368	quercus_macrolepis	21.61
279	39.316936	43.429958	populus_nigra	29.19
280	36.697091	35.744785	picea_orientalis	11.72
281	36.789202	39.459829	quercus_macrolepis	7.52
282	37.024821	31.58493	carpinus_betulus	27.0
283	40.303552	27.924763	pinus_nigra	10.78
284	39.629681	34.084019	pinus_brutia	14.45
285	41.080936	29.998415	pinus_sylvestris	26.51
286	36.921393	30.429144	fraxinus_excelsior	27.8
287	38.461644	31.349528	picea_orientalis	16.76
288	40.40481	36.386656	pistacia_lentiscus	14.41
289	36.607409	31.161576	carpinus_betulus	6.4
290	37.319261	44.991961	quercus_cerris	8.95
291	41.028581	40.754653	quercus_cerris	3.91
292	38.275889	32.22311	olea_europaea	21.13
293	38.998019	44.080002	quercus_macrolepis	6.62
294	38.393142	42.962059	pistacia_lentiscus	19.64
295	39.879401	34.895676	salix_alba	13.14
296	41.770326	43.925216	pistacia_lentiscus	8.89
297	36.31777	26.499408	cedrus_libani	25.47
298	41.330162	29.201217	pinus_nigra	18.17
299	36.758848	29.07738	olea_europaea	14.85
300	37.610591	42.759302	juniperus_spp	7.86
301	38.754361	38.222498	carpinus_betulus	7.17
302	39.90778	39.165509	pistacia_lentiscus	12.31
303	38.246934	36.284045	fagus_orientalis	12.73
304	41.430842	31.140444	abies_nordmanniana	24.6
305	37.224647	26.418581	abies_cilicica	20.77
306	40.106505	39.022522	pistacia_lentiscus	20.75
307	38.132921	29.16789	quercus_macrolepis	5.35
308	37.530295	29.499617	picea_orientalis	8.11
309	40.047406	31.374086	abies_nordmanniana	19.9
310	38.141012	42.238307	castanea_sativa	29.25
311	39.684171	34.009572	abies_nordmanniana	24.08
312	36.389841	38.488533	quercus_cerris	7.39
313	38.671167	42.545923	quercus_cerris	23.71
314	38.300894	33.091008	juniperus_spp	19.83
315	36.636986	37.606662	abies_cilicica	7.05
316	38.662747	31.764526	pinus_sylvestris	21.95
317	40.945263	30.6747	juniperus_spp	14.3
318	37.452497	42.152589	cedrus_libani	23.37
319	40.106058	33.111925	carpinus_betulus	25.25
320	36.209206	33.131813	pinus_sylvestris	19.56
321	36.595362	35.177176	pinus_brutia	6.97
322	36.341108	41.365928	quercus_cerris	21.53
323	38.313864	38.599199	pistacia_lentiscus	16.05
324	38.028894	31.951888	pinus_brutia	10.01
325	38.784763	41.839971	quercus_frainetto	17.63
326	36.590879	39.019173	pinus_sylvestris	2.74
327	40.982511	37.423155	quercus_macrolepis	28.21
328	40.182829	40.774868	fagus_orientalis	5.35
329	41.600512	29.120357	pistacia_lentiscus	8.82
330	39.289457	29.640663	olea_europaea	12.78
331	38.271694	39.959169	pistacia_lentiscus	25.76
332	38.939538	27.55362	quercus_macrolepis	25.03
333	38.538021	28.127895	carpinus_betulus	26.77
334	39.021337	37.561253	quercus_frainetto	4.23
335	36.080292	31.641119	picea_orientalis	6.46
336	36.620744	30.260247	abies_nordmanniana	19.07
337	41.653737	30.627537	cedrus_libani	11.6
338	38.555776	36.107431	fagus_orientalis	20.31
339	36.273971	32.571995	quercus_frainetto	16.15
340	41.545673	42.594211	populus_nigra	13.06
341	36.898677	34.377806	olea_europaea	21.64
342	41.28263	29.185561	abies_nordmanniana	19.33
343	37.650928	37.518427	abies_nordmanniana	11.54
344	39.925891	26.870879	carpinus_betulus	4.39
345	40.162075	44.361652	pinus_brutia	18.46
346	36.662866	26.043286	pinus_brutia	14.94
347	38.748574	26.565883	abies_nordmanniana	22.29
348	37.057509	34.147127	fraxinus_excelsior	24.71
349	36.414714	37.606015	pinus_nigra	24.99
350	37.907946	29.074329	quercus_cerris	28.26
351	39.943762	34.295677	salix_alba	23.86
352	39.729711	31.844478	castanea_sativa	5.17
353	38.664231	44.005641	carpinus_betulus	8.73
354	40.09298	30.202642	pinus_pinea	10.76
355	36.837914	34.176278	quercus_cerris	29.76
356	39.775189	28.900212	quercus_frainetto	29.63
357	41.188248	30.371563	ceratonia_siliqua	11.93
358	38.906985	30.576855	quercus_frainetto	8.15
359	38.426063	26.92437	carpinus_betulus	12.76
360	38.478498	37.252783	castanea_sativa	12.41
361	41.204068	29.908354	quercus_cerris	27.42
362	37.18654	34.626427	quercus_cerris	9.84
363	37.161944	34.011014	populus_nigra	20.09
364	39.498681	31.33707	picea_orientalis	18.24
365	39.229712	30.831117	cedrus_libani	19.99
366	40.142649	36.012786	pinus_pinea	2.97
367	37.917005	32.763701	ceratonia_siliqua	27.71
368	37.565616	37.26499	abies_nordmanniana	27.98
369	40.98798	43.679357	populus_nigra	22.86
370	39.698976	38.70308	fraxinus_excelsior	26.42
371	36.318486	39.643324	carpinus_betulus	17.36
372	40.212862	26.95153	abies_nordmanniana	28.05
373	37.922942	43.831402	juniperus_spp	14.25
374	40.894346	38.422624	quercus_cerris	19.22
375	41.276363	26.546	pinus_nigra	13.56
376	39.207872	35.314634	olea_europaea	27.12
377	38.49389	33.394557	castanea_sativa	20.55
378	36.691916	42.240552	juniperus_spp	15.58
379	38.929221	40.457882	fagus_orientalis	6.44
380	37.91428	39.317102	populus_nigra	23.05
381	36.446223	29.788159	ceratonia_siliqua	7.39
382	37.359041	27.492147	pinus_sylvestris	12.19
383	39.440005	36.836718	quercus_frainetto	16.78
384	38.765155	43.322053	pinus_brutia	21.0
385	36.676292	34.160465	picea_orientalis	22.01
386	39.278831	28.255649	castanea_sativa	23.74
387	37.642774	39.067039	pinus_nigra	9.76
388	38.453235	30.320357	picea_orientalis	13.66
389	40.977834	34.626704	fraxinus_excelsior	25.23
390	37.077405	36.53884	pinus_nigra	14.48
391	36.418803	30.079714	abies_cilicica	9.98
392	41.847784	29.636883	pinus_brutia	14.03
393	40.332317	27.984224	pinus_pinea	22.69
394	39.270348	39.700596	pinus_nigra	15.8
395	39.568767	41.600271	fagus_orientalis	18.37
396	38.144895	33.741123	cedrus_libani	19.9
397	37.33275	41.60102	fagus_orientalis	10.61
398	40.927607	40.355698	quercus_macrolepis	14.11
399	37.065868	31.252228	salix_alba	2.56
400	36.688424	44.622711	olea_europaea	11.29
401	37.895633	26.549428	pinus_nigra	2.18
402	36.15987	44.549729	pinus_sylvestris	16.0
403	36.128854	28.90206	pinus_sylvestris	26.33
404	41.663644	44.578431	abies_nordmanniana	4.57
405	37.028108	43.485499	castanea_sativa	3.8
406	39.804106	27.631946	quercus_macrolepis	27.98
407	41.876071	43.696292	cedrus_libani	20.18
408	38.81449	41.38936	ceratonia_siliqua	12.51
409	39.283488	34.724997	pinus_nigra	26.43
410	37.446062	29.467236	quercus_cerris	4.26
411	38.818697	38.787608	salix_alba	15.8
412	37.241721	43.314054	quercus_frainetto	27.62
413	38.027698	26.287155	salix_alba	28.06
414	37.199824	35.028498	juniperus_spp	12.92
415	36.223735	30.138289	pinus_sylvestris	7.61
416	40.058647	28.495569	pistacia_lentiscus	14.92
417	36.423815	37.540905	abies_cilicica	23.87
418	38.136753	43.906913	picea_orientalis	5.37
419	40.697873	40.753026	salix_alba	8.86
420	37.758232	38.752905	ceratonia_siliqua	28.02
421	40.232953	42.455835	cedrus_libani	8.53
422	40.732581	39.616053	olea_europaea	12.31
423	40.672192	34.152886	juniperus_spp	27.88
424	39.00963	29.678525	quercus_cerris	22.82
425	36.465427	27.968978	pistacia_lentiscus	21.29
426	40.975941	38.415489	juniperus_spp	28.18
427	40.340449	35.43996	ceratonia_siliqua	28.69
428	36.214047	29.084581	cedrus_libani	5.43
429	38.974718	28.991705	cedrus_libani	12.56
430	36.083249	29.987106	abies_nordmanniana	5.07
431	36.411806	26.15405	abies_nordmanniana	14.05
432	40.14828	34.253519	pinus_pinea	21.89
433	40.36416	27.713866	quercus_cerris	3.32
434	36.403889	29.620269	cedrus_libani	14.47
435	36.73964	30.08903	pinus_brutia	9.34
436	40.145823	28.066622	salix_alba	5.7
437	40.340449	41.167348	populus_nigra	27.0
438	39.928107	38.946693	abies_cilicica	4.88
439	40.064223	43.647677	carpinus_betulus	23.47
440	37.414928	41.211917	pinus_pinea	22.55
441	38.795817	32.622014	carpinus_betulus	23.29
442	37.322818	31.628052	salix_alba	14.57
443	39.425412	26.807563	pinus_sylvestris	3.17
444	38.608557	44.154833	pinus_brutia	28.41
445	38.689888	35.12698	quercus_cerris	18.96
446	39.253911	28.72118	pinus_sylvestris	8.87
447	39.966249	44.912592	quercus_macrolepis	18.38
448	37.932072	34.721317	pinus_nigra	26.93
449	38.240579	27.890462	pinus_pinea	24.84
450	38.53984	27.781785	abies_nordmanniana	2.18
451	40.367331	29.778515	pistacia_lentiscus	17.28
452	37.068947	33.444298	pinus_sylvestris	15.29
453	40.959117	39.070372	salix_alba	21.12
454	39.432941	28.889601	picea_orientalis	5.32
455	38.888643	27.601036	pinus_pinea	22.76
456	37.583348	44.746648	fagus_orientalis	9.43
457	36.167202	30.944273	quercus_frainetto	14.2
458	37.577915	34.760857	pinus_sylvestris	15.24
459	40.458439	38.645545	pinus_nigra	11.59
460	40.417145	40.047825	olea_europaea	8.16
461	37.853017	33.684705	fagus_orientalis	5.94
462	39.361436	41.109266	abies_cilicica	18.44
463	37.897134	36.215923	castanea_sativa	3.66
464	41.784658	34.369545	pinus_brutia	20.73
465	37.356273	36.459591	castanea_sativa	16.16
466	39.649674	41.821361	quercus_cerris	7.54
467	38.95294	44.487209	pinus_sylvestris	16.91
468	41.432918	30.611354	fraxinus_excelsior	16.17
469	39.817952	35.179844	pinus_brutia	7.03
470	36.818025	41.481558	salix_alba	3.25
471	37.046444	33.17182	carpinus_betulus	7.83
472	37.22191	31.459671	pinus_nigra	7.89
473	37.949834	44.126789	salix_alba	29.24
474	39.739041	38.302095	salix_alba	5.95
475	37.18157	44.113759	fraxinus_excelsior	8.25
476	37.63066	44.202719	pistacia_lentiscus	10.0
477	38.516307	32.564005	salix_alba	8.55
478	39.663615	26.726947	fraxinus_excelsior	18.17
479	41.268599	40.741871	ceratonia_siliqua	10.58
480	39.825807	44.79186	pinus_brutia	13.64
481	41.820163	36.641331	abies_cilicica	21.73
482	39.750029	30.938546	picea_orientalis	3.2
483	37.151549	32.244493	pinus_sylvestris	15.36
484	39.168728	43.551088	pinus_pinea	16.09
485	38.805425	38.881489	pinus_pinea	12.56
486	36.710364	42.97135	fraxinus_excelsior	27.62
487	41.991819	43.210023	quercus_macrolepis	20.64
488	40.252184	36.291479	pistacia_lentiscus	14.96
489	37.854691	37.441619	pinus_brutia	12.31
490	37.847931	29.964409	picea_orientalis	4.7
491	41.050067	37.931018	juniperus_spp	28.67
492	36.556868	41.738564	populus_nigra	8.06
493	38.609153	27.177902	fraxinus_excelsior	6.4
494	41.671913	30.71551	cedrus_libani	7.76
495	41.326971	33.223944	ceratonia_siliqua	11.8
496	36.001412	41.932358	salix_alba	10.94
497	40.809327	37.613964	abies_cilicica	5.4
498	39.992837	37.796907	populus_nigra	18.31
499	37.873327	35.279746	juniperus_spp	28.13
500	36.368181	38.255253	quercus_frainetto	28.33
501	39.150296	28.450724	cedrus_libani	4.72
502	39.078172	28.720716	populus_nigra	3.73
503	36.496748	31.395788	cedrus_libani	27.04
504	38.518201	35.018523	castanea_sativa	10.48
505	40.58063	32.5644	olea_europaea	29.53
506	41.927475	40.568051	cedrus_libani	28.63
507	41.047936	43.606953	abies_nordmanniana	20.52
508	40.54929	37.449368	abies_nordmanniana	2.99
509	38.551693	34.715058	abies_cilicica	16.88
510	37.988695	41.563756	pistacia_lentiscus	14.12
511	40.976558	34.638106	olea_europaea	17.67
512	38.237182	39.823698	pinus_brutia	27.3
513	39.467598	37.864895	olea_europaea	21.22
514	37.854954	30.985307	picea_orientalis	9.72
515	41.062337	41.410412	juniperus_spp	8.21
516	41.764151	43.356623	juniperus_spp	14.6
517	39.827917	30.383223	populus_nigra	22.53
518	40.506902	31.81932	pinus_brutia	25.39
519	40.652264	31.905552	fagus_orientalis	29.36
520	40.925204	41.732992	pinus_brutia	21.55
521	38.422715	27.648505	quercus_macrolepis	12.06
522	40.150152	38.070945	juniperus_spp	11.94
523	36.423816	38.028336	picea_orientalis	16.13
524	38.067619	43.52576	pinus_nigra	7.17
525	38.165303	39.874712	cedrus_libani	18.6
526	40.924077	32.923844	quercus_frainetto	27.12
527	40.827525	36.599953	pistacia_lentiscus	28.18
528	41.088903	37.653989	pistacia_lentiscus	12.74
529	36.601323	40.658852	fagus_orientalis	6.59
530	37.321575	43.440531	pinus_pinea	29.81
531	37.940717	28.074916	fraxinus_excelsior	7.85
532	40.930557	26.245963	picea_orientalis	8.13
533	37.241175	42.160988	olea_europaea	11.4
534	36.177458	32.862484	pinus_brutia	16.88
535	36.252838	39.105909	castanea_sativa	7.22
536	36.433219	40.555758	ceratonia_siliqua	18.99
537	41.742648	41.017793	carpinus_betulus	16.63
538	39.946328	39.0383	quercus_frainetto	21.98
539	40.038878	35.516459	picea_orientalis	21.52
540	40.05822	26.721386	pinus_nigra	28.55
541	37.143238	36.598633	pistacia_lentiscus	13.46
542	41.729343	28.861396	quercus_frainetto	27.97
543	37.920655	36.990634	juniperus_spp	25.3
544	40.966053	43.939498	abies_cilicica	22.87
545	36.520199	39.351588	olea_europaea	4.69
546	41.881116	38.356807	quercus_frainetto	16.08
547	36.473707	29.137438	fagus_orientalis	16.66
548	37.926289	27.233381	carpinus_betulus	12.7
549	37.395103	35.416173	salix_alba	15.35
550	36.242194	40.816057	pinus_sylvestris	24.95
551	41.064422	34.232905	pinus_pinea	8.68
552	36.603059	28.594418	pistacia_lentiscus	21.71
553	36.904055	42.937725	fraxinus_excelsior	21.85
554	38.941308	36.312417	juniperus_spp	28.0
555	40.48512	37.935136	fagus_orientalis	16.03
556	39.139056	43.293749	juniperus_spp	14.54
557	38.687165	41.310001	pistacia_lentiscus	23.66
558	36.752949	35.246725	cedrus_libani	26.16
559	41.961143	44.405865	salix_alba	7.93
560	37.797685	34.53593	abies_nordmanniana	11.86
561	37.316836	43.508066	populus_nigra	16.52
562	39.489285	34.595799	pinus_pinea	3.78
563	39.65013	43.030366	cedrus_libani	4.5
564	40.518568	29.93223	fagus_orientalis	2.75
565	41.266507	33.827892	ceratonia_siliqua	10.43
