id	latitude	longitude	tree_type	height(m)
60	39.771199	32.645186	plane	3.87
61	39.891181	32.996762	apple	13.78
62	39.977271	32.66794	apple	15.15
63	39.813238	32.78242	pine	23.53
64	40.08624	32.823765	pine	8.11
65	39.856048	32.791491	apple	7.84
66	39.786598	32.843427	plane	26.44
67	39.722541	32.966351	apple	12.48
68	39.818492	32.723422	plane	18.44
69	39.826459	32.685035	plane	28.26
70	39.807964	32.843778	pine	29.94
71	39.806171	32.961649	pine	17.75
72	40.080536	32.683508	plane	7.02
73	40.009035	32.889817	apple	11.88
74	39.736685	32.985906	plane	5.88
75	39.751383	32.625036	plane	7.39
76	39.862141	32.991094	plane	8.67
77	39.956518	32.745218	apple	14.46
78	39.899008	32.932338	apple	29.22
79	40.062608	32.982727	pine	6.43
80	39.957012	32.971205	apple	10.11
81	39.775525	32.927421	pine	20.42
82	40.004452	32.660223	plane	27.88
83	39.720768	32.638188	apple	7.22
84	40.016769	32.996718	pine	29.89
85	39.831345	32.963053	apple	9.56
86	39.767116	32.915889	apple	29.09
87	39.736512	32.912367	pine	29.51
88	39.934497	32.983333	apple	10.83
89	40.025064	32.611607	apple	14.19
90	39.883944	32.908182	plane	24.59
91	39.986817	32.744101	pine	29.75
92	39.806675	32.625618	plane	26.26
93	39.756448	32.677641	pine	17.18
94	39.914512	32.801367	pine	7.23
95	40.019434	32.704014	apple	19.43
96	39.8117	32.974924	pine	17.33
97	39.87041	32.711732	pine	11.22
98	40.043694	32.691612	pine	16.4
99	39.73667	32.662837	pine	4.32
100	40.047273	32.723429	apple	21.41
101	39.910658	32.753908	pine	13.49
102	39.783035	32.997917	apple	8.15
103	39.721575	32.682646	plane	11.9
104	39.931134	32.822147	apple	29.12
105	40.046898	32.814836	plane	16.54
106	39.864302	32.977412	pine	2.22
107	39.878996	32.805654	plane	21.81
108	39.990727	32.70363	pine	5.18
109	40.085719	32.972233	plane	28.59
110	39.734738	32.835943	plane	19.17
111	39.945206	32.697406	plane	25.69
112	39.926261	32.739479	pine	26.28
113	39.729542	32.825838	apple	3.18
114	40.059874	32.796774	pine	9.48
115	39.976743	32.996615	plane	6.15
116	39.864074	32.82602	apple	22.55
117	39.90287	32.813596	plane	2.25
118	40.014107	32.650596	apple	21.82
119	39.819414	32.729941	plane	9.74
120	39.840992	32.616148	apple	15.26
121	39.860673	32.978819	apple	29.6
122	39.96156	32.907861	pine	13.96
123	39.97779	32.832995	plane	28.3
124	39.755579	32.748768	pine	11.15
125	39.991445	32.935897	plane	8.62
126	39.804564	32.854678	apple	13.31
127	40.062504	32.945311	pine	18.64
128	40.061147	32.680363	plane	14.88
129	39.847522	32.825657	plane	9.74
130	39.885348	32.989989	plane	29.01
131	39.956669	32.764843	apple	17.78
132	39.809943	32.722138	plane	15.1
133	40.022357	32.906118	apple	19.16
134	39.771115	32.964885	apple	29.52
135	39.879599	32.704392	apple	5.58
136	40.074872	32.607753	pine	19.68
137	40.042832	32.756541	pine	2.16
138	40.094135	32.795897	pine	21.59
139	39.817315	32.758064	pine	15.4
140	39.907815	32.899262	pine	28.94
141	39.883181	32.621034	plane	20.25
142	39.897775	32.637002	apple	6.47
143	39.970276	32.903759	pine	5.0
144	39.953031	32.997143	pine	7.01
145	39.884718	32.882047	apple	15.49
146	39.893195	32.623178	plane	29.73
147	39.932373	32.950508	pine	22.29
148	39.761327	32.895739	pine	29.94
149	39.714957	32.825435	plane	28.02
150	39.814776	32.843103	pine	26.39
151	39.834473	32.721753	pine	29.13
152	39.787038	32.777143	pine	4.47
153	39.81467	32.988931	apple	20.71
154	39.983101	32.725254	pine	21.71
155	40.068147	32.74945	apple	27.3
156	39.922186	32.85761	plane	18.48
157	40.011246	32.776565	pine	19.64
158	40.017353	32.798185	plane	23.95
159	39.741849	32.772806	pine	14.52
160	39.881202	32.737209	pine	21.55
161	39.913009	32.872156	pine	15.17
162	39.857204	32.885726	plane	2.51
163	40.075006	32.927338	plane	11.39
164	39.982108	32.764262	plane	16.59
165	39.764064	32.671539	pine	21.92
166	40.054709	32.903289	apple	8.11
167	39.867582	32.917368	pine	4.31
168	39.960629	32.644573	pine	3.32
169	39.798313	32.811664	pine	3.16
170	39.909803	32.843222	pine	13.69
171	39.800116	32.746186	plane	16.32
172	39.819415	32.794864	apple	19.77
173	39.720317	32.687226	apple	3.84
174	39.899979	32.984498	plane	18.64
175	39.909891	32.650158	apple	2.76
176	39.81155	32.90424	plane	17.44
177	39.95699	32.630271	pine	8.44
178	40.032556	32.831084	apple	19.13
179	39.830748	32.719878	apple	12.82
180	39.808161	32.965652	plane	9.01
181	39.76485	32.6283	apple	21.12
182	39.765401	32.86175	plane	26.25
183	40.055529	32.621633	apple	21.14
184	39.896437	32.864606	apple	5.14
185	39.878479	32.97305	pine	20.61
186	39.935332	32.785588	apple	20.7
187	40.038501	32.706406	apple	4.77
188	39.931526	32.980322	apple	6.15
189	39.912973	32.660618	apple	25.82
190	39.901647	32.755051	plane	5.35
191	39.817486	32.852302	apple	18.34
192	40.089488	32.840424	apple	14.42
193	39.753043	32.631902	apple	28.09
194	39.971759	32.675713	plane	16.26
195	39.734594	32.852105	plane	22.38
196	39.907966	32.832383	plane	21.47
197	39.71131	32.901187	apple	17.41
198	39.959236	32.847398	apple	2.54
199	39.854759	32.636318	apple	28.91
200	39.830005	32.998956	plane	4.39
201	39.945509	32.617264	apple	16.63
202	40.062202	32.799195	apple	8.05
203	39.823966	32.976962	pine	7.62
204	39.80404	32.886482	plane	10.36
205	40.029351	32.746834	pine	9.25
206	40.083398	32.724768	plane	12.07
207	39.832357	32.89363	apple	23.35
208	39.724997	32.605071	pine	21.92
209	39.90885	32.874819	pine	19.65
210	39.857834	32.842573	plane	20.38
211	39.998216	32.627629	apple	7.9
212	39.813243	32.703795	plane	4.34
213	39.705649	32.880179	apple	26.16
214	39.8701	32.626863	plane	25.53
215	39.915658	32.761242	plane	21.81
216	39.967292	32.89089	apple	22.7
217	39.88288	32.788259	pine	2.75
218	39.73072	32.929112	apple	7.78
219	39.878421	32.731386	pine	6.7
220	39.766363	32.910005	pine	19.02
221	39.972713	32.674097	apple	27.13
222	39.73586	32.999973	apple	20.57
223	40.00673	32.90783	pine	15.7
224	39.719493	32.847736	apple	27.58
225	39.828423	32.95983	apple	14.35
226	39.728927	32.875607	apple	2.11
227	39.96007	32.961503	plane	15.77
228	39.958533	32.849456	plane	8.98
229	40.000696	32.950589	apple	24.85
230	39.811808	32.974351	plane	26.05
231	40.034552	32.602029	plane	16.62
232	39.752779	32.654906	pine	5.12
233	40.093022	32.856207	apple	15.09
234	39.881179	32.919873	apple	21.39
235	40.06422	32.85412	apple	21.18
236	39.992688	32.99747	pine	5.11
237	39.822418	32.615379	pine	11.5
238	40.041976	32.843496	pine	7.4
239	39.710158	32.624689	apple	25.93
240	39.938379	32.680536	plane	2.52
241	40.026502	32.956667	apple	28.07
242	39.808544	32.610109	plane	11.71
243	39.944719	32.621295	plane	5.96
244	40.057228	32.606902	plane	4.3
245	39.983574	32.82238	pine	23.6
246	39.709179	32.806666	plane	4.76
247	39.834674	32.888796	pine	27.05
248	39.802547	32.704778	apple	9.08
249	39.749335	32.739688	apple	27.72
250	39.893972	32.782364	apple	26.33
251	39.719734	32.966023	plane	24.8
252	39.734523	32.831219	apple	15.87
253	39.992448	32.90997	apple	11.52
254	39.931414	32.634422	plane	10.49
255	40.096298	32.744062	pine	26.88
256	39.755028	32.74381	apple	10.56
257	40.086267	32.93833	plane	10.86
258	39.88012	32.830071	apple	15.77
259	39.806136	32.782746	plane	16.75
260	40.043679	32.655133	apple	26.05
261	40.016325	32.851673	pine	7.14
262	39.895473	32.728342	plane	6.59
263	39.942126	32.971529	apple	16.66
264	40.099884	32.772542	apple	29.52
265	40.065855	32.854629	pine	21.16
266	39.957599	32.657049	apple	13.58
267	39.852218	32.612012	apple	22.78
268	39.904119	32.961321	pine	28.48
269	40.072459	32.640901	pine	14.26
270	40.093633	32.849579	apple	21.68
271	39.941455	32.843332	apple	6.56
272	39.70161	32.621296	apple	18.41
273	40.098316	32.810482	apple	17.93
274	39.81353	32.91068	pine	12.18
275	39.722741	32.738402	apple	21.31
276	39.797226	32.736606	apple	10.39
277	40.047031	32.986048	pine	19.31
278	39.821631	32.697073	plane	14.07
279	39.899463	32.666243	apple	3.27
280	39.793886	32.626647	plane	11.7
281	39.739949	32.690101	pine	14.71
282	39.757397	32.708105	pine	6.24
283	40.093687	32.852029	pine	24.22
284	39.930023	32.611897	plane	26.33
285	40.040237	32.784275	plane	13.98
286	39.851703	32.666307	plane	20.34
287	39.941571	32.934228	apple	13.12
288	39.799245	32.887848	apple	2.3
289	39.837274	32.926289	pine	19.82
290	39.886414	32.711887	plane	29.11
291	40.014473	32.829218	plane	14.56
292	39.720375	32.661426	pine	6.53
293	40.096032	32.85	plane	29.13
294	39.752018	32.82548	pine	23.09
295	39.81919	32.842382	apple	13.25
296	39.880221	32.777678	plane	7.62
297	39.961901	32.960083	apple	15.49
298	39.873554	32.904936	pine	10.62
299	39.759667	32.834793	plane	8.75
300	39.943339	32.748998	plane	16.73
301	39.997089	32.893683	pine	5.91
302	39.866379	32.988487	plane	5.54
303	39.940054	32.858361	plane	10.09
304	40.085729	32.88011	plane	18.13
305	39.860215	32.776528	pine	12.68
306	39.766173	32.635808	plane	14.25
307	39.776838	32.673275	apple	23.42
308	39.768435	32.973325	apple	15.46
309	39.832191	32.744711	apple	29.7
310	40.087814	32.720463	apple	15.18
311	40.053613	32.75723	plane	24.53
312	39.848936	32.854234	pine	6.36
313	39.927965	32.655144	apple	25.74
314	39.776561	32.640814	apple	15.87
315	39.74997	32.85025	apple	8.34
316	39.777888	32.957145	apple	12.14
317	39.941059	32.962723	pine	23.0
318	39.867988	32.922995	plane	15.18
319	40.024103	32.98895	pine	29.02
320	39.968884	32.862983	pine	17.21
321	39.940398	32.617433	apple	6.61
322	39.944173	32.93157	plane	13.19
323	39.933899	32.776156	plane	21.61
324	39.874693	32.691134	apple	9.68
325	39.986458	32.88521	plane	13.14
326	39.794391	32.788862	plane	3.73
327	39.886976	32.994005	pine	21.35
328	40.035214	32.895087	pine	12.44
329	40.056151	32.712196	plane	19.45
330	39.833733	32.730387	plane	23.41
331	39.974881	32.614246	apple	24.75
332	40.083435	32.651093	pine	19.76
333	39.952408	32.697645	plane	4.89
334	39.882434	32.65185	apple	20.83
335	39.932549	32.663582	pine	29.35
336	40.032746	32.784463	plane	6.0
337	40.02736	32.82414	pine	4.69
338	39.797228	32.744549	pine	5.07
339	39.889811	32.92687	plane	10.7
340	39.802436	32.744175	plane	19.78
341	39.797545	32.628736	pine	24.22
342	39.724379	32.889621	apple	22.55
343	39.977802	32.86339	pine	6.74
344	39.913374	32.620636	plane	20.59
345	39.984709	32.630347	pine	4.31
346	39.709214	32.665599	plane	25.73
347	39.828665	32.879801	pine	2.18
348	39.732373	32.685521	plane	11.69
349	40.050049	32.771207	apple	8.12
350	40.007608	32.698843	plane	12.59
351	40.08544	32.785937	pine	27.72
352	40.098693	32.856923	plane	28.78
353	40.07358	32.896911	apple	18.88
354	39.74364	32.917437	apple	5.3
355	40.097208	32.762883	apple	15.56
356	39.976903	32.950207	plane	3.47
357	39.808771	32.734516	apple	2.8
358	39.841676	32.702	apple	29.6
359	39.985994	32.950111	plane	2.0
360	39.75021	32.795108	plane	9.26
361	40.023243	32.72064	apple	19.09
362	39.732108	32.831295	apple	10.34
363	40.001515	32.782202	pine	17.62
364	40.016148	32.812341	apple	11.45
365	39.992332	32.852931	plane	2.46
366	39.842339	32.855961	plane	15.34
367	39.837053	32.600731	apple	22.58
368	39.973406	32.745445	apple	10.81
369	39.733706	32.78402	plane	21.15
370	39.916517	32.711631	pine	4.04
371	39.980951	32.656015	apple	19.79
372	39.942491	32.62606	apple	8.09
373	39.705107	32.987283	apple	5.41
374	39.838921	32.809517	plane	29.98
375	39.760582	32.981727	plane	4.99
376	39.769764	32.968984	plane	18.92
377	39.916045	32.992341	pine	16.1
378	39.740753	32.824785	pine	15.46
379	39.757396	32.735335	plane	28.23
380	39.998789	32.841133	pine	15.28
381	39.885416	32.817226	apple	7.23
382	39.760348	32.878227	apple	18.66
383	39.840019	32.769084	plane	10.07
384	39.800602	32.832219	pine	27.75
385	39.906249	32.794961	apple	12.24
386	39.994821	32.958442	pine	20.09
387	40.083901	32.913016	plane	10.24
388	39.883986	32.767703	plane	16.69
389	39.93695	32.751737	apple	28.33
390	39.881788	32.697431	apple	3.83
391	39.800327	32.862263	apple	28.76
392	39.852178	32.80404	pine	10.59
393	39.999981	32.811598	pine	28.54
394	39.914825	32.735347	pine	15.71
395	39.897693	32.886141	pine	19.86
396	40.012353	32.976815	apple	23.53
397	39.774844	32.902615	apple	11.89
398	39.719464	32.75416	plane	23.45
399	39.848524	32.685757	apple	10.2
400	39.701649	32.841648	pine	16.91
401	40.046721	32.756032	plane	7.22
402	39.712928	32.673911	pine	24.5
403	39.736424	32.891352	pine	3.13
404	40.080356	32.869762	apple	3.07
405	39.731301	32.750425	apple	16.93
406	39.934846	32.837979	apple	24.44
407	39.723152	32.706218	pine	2.37
408	39.943751	32.752047	apple	19.22
409	39.850526	32.726158	plane	15.81
410	40.037965	32.905065	pine	23.84
411	39.700861	32.788153	pine	26.76
412	39.92667	32.981573	apple	15.73
413	39.992968	32.640388	plane	23.27
414	39.731761	32.745826	plane	11.89
415	39.87686	32.750222	plane	8.72
416	39.972349	32.664861	plane	9.99
417	39.884879	32.965361	pine	22.75
418	39.797879	32.925435	pine	23.58
419	40.059864	32.851721	plane	17.11
420	39.836355	32.627413	pine	19.86
421	39.900264	32.75528	plane	23.49
422	39.868127	32.674482	pine	10.75
423	39.878492	32.828366	plane	12.94
424	39.872306	32.86491	plane	22.55
425	39.895951	32.840842	apple	25.69
426	40.030234	32.821149	plane	28.95
427	39.852667	32.645474	apple	24.31
428	39.832372	32.912977	pine	28.56
429	40.090792	32.711968	apple	10.13
430	39.943705	32.852314	apple	27.39
431	39.741164	32.67027	pine	9.64
432	39.895682	32.869857	apple	2.37
433	39.944812	32.720457	apple	29.56
434	39.964288	32.879083	plane	21.72
435	40.022946	32.820651	apple	6.93
436	39.940921	32.608794	plane	2.11
437	39.888545	32.729327	pine	6.69
438	39.829341	32.865578	plane	3.26
439	39.924131	32.795616	pine	12.27
440	40.090197	32.822187	apple	16.37
441	39.954899	32.867418	pine	14.68
442	39.722543	32.862918	pine	6.15
443	39.824694	32.7401	plane	8.07
444	39.791293	32.949406	pine	19.8
445	39.754936	32.928604	pine	6.92
446	40.031894	32.707389	apple	12.64
447	39.923907	32.766113	pine	27.49
448	39.813498	32.964103	apple	19.43
449	39.750795	32.877031	plane	6.78
450	39.755634	32.67848	plane	25.49
451	39.894475	32.710745	plane	24.45
452	39.780072	32.683799	pine	10.49
453	39.889915	32.93507	apple	26.29
454	39.787709	32.641392	apple	7.99
455	40.055466	32.978977	apple	27.35
456	39.732802	32.864848	pine	25.87
457	39.767322	32.760409	pine	27.18
458	39.70188	32.619558	apple	15.48
459	39.767948	32.649243	apple	9.76
460	39.796689	32.882354	apple	19.14
461	39.838005	32.709174	pine	21.27
462	39.898311	32.760153	apple	23.04
463	39.951504	32.718997	plane	10.56
464	40.072416	32.861463	plane	16.7
465	39.948283	32.839175	plane	27.58
466	39.943993	32.910182	pine	22.77
467	40.013762	32.803751	pine	7.58
468	39.944747	32.970497	pine	23.46
469	39.881719	32.641904	apple	16.51
470	39.93426	32.851074	apple	25.36
471	39.765701	32.867316	pine	15.27
472	39.72214	32.939332	apple	5.48
473	39.924178	32.916962	pine	3.14
474	40.024719	32.96236	pine	17.57
475	39.982434	32.867223	pine	28.5
476	39.789812	32.844389	pine	13.73
477	39.889014	32.64208	apple	24.72
478	39.955204	32.945077	apple	27.27
479	39.835719	32.629021	pine	7.34
480	39.785919	32.954416	pine	14.64
481	39.83577	32.638395	apple	8.29
482	39.724701	32.632651	plane	17.62
483	39.80725	32.963232	apple	20.5
484	39.74748	32.910262	plane	9.77
485	39.891911	32.605522	plane	23.02
486	39.969767	32.633608	plane	14.41
487	40.020495	32.836625	plane	24.52
488	39.94351	32.846551	pine	2.9
489	39.854629	32.957394	pine	14.28
490	39.715081	32.655706	pine	21.85
491	39.795512	32.956343	apple	17.23
492	39.908112	32.823692	plane	21.8
493	39.761802	32.831867	plane	28.77
494	40.092971	32.730297	pine	24.85
495	39.826547	32.627391	apple	21.82
496	39.925676	32.636561	pine	14.57
497	40.06262	32.711608	apple	17.39
498	39.865128	32.621625	pine	23.61
499	39.977457	32.838378	pine	13.93
500	40.05788	32.88163	plane	20.5
501	39.979049	32.92534	apple	25.73
502	39.949401	32.84802	apple	22.8
503	39.88543	32.817291	apple	9.63
504	40.022231	32.85521	pine	15.02
505	40.05379	32.741966	pine	29.76
506	39.703884	32.928489	pine	10.06
507	39.822204	32.682686	pine	17.67
508	40.096899	32.917564	pine	6.15
509	39.959799	32.808141	plane	12.42
510	39.916891	32.671229	plane	7.92
511	40.052049	32.893472	apple	29.14
512	39.748531	32.709006	plane	17.52
513	40.058091	32.801066	apple	17.05
514	39.974974	32.927161	plane	10.03
515	39.976107	32.82213	apple	21.11
516	39.908752	32.610182	pine	6.72
517	39.829245	32.62554	pine	7.21
518	39.901543	32.874012	apple	13.72
519	40.053986	32.794617	plane	27.36
520	39.824965	32.809432	pine	26.39
521	39.966875	32.665092	pine	17.25
522	39.913597	32.655891	pine	22.78
523	39.836907	32.87047	plane	25.2
524	39.795518	32.817797	pine	4.21
525	39.785546	32.89778	plane	24.48
526	39.725274	32.945769	pine	6.72
527	40.019472	32.90735	pine	17.92
528	39.750207	32.866997	plane	27.02
529	39.962081	32.755454	plane	11.03
530	40.062932	32.768121	pine	24.66
531	39.975482	32.703875	plane	9.51
532	39.807233	32.962679	pine	24.13
533	40.041611	32.846669	apple	29.05
534	39.809583	32.9261	apple	10.85
535	39.749354	32.735253	pine	17.06
536	39.9697	32.81453	plane	3.64
537	39.90615	32.981665	plane	10.48
538	39.783013	32.612093	plane	16.17
539	39.968767	32.725974	plane	11.9
540	39.995266	32.756668	apple	26.28
541	39.91955	32.910174	pine	18.62
542	39.780579	32.667561	apple	24.58
543	39.833024	32.637272	pine	24.91
544	39.734639	32.657267	plane	11.73
545	39.737126	32.713464	plane	11.33
546	39.947591	32.695967	apple	15.82
547	39.891485	32.812815	pine	23.66
548	39.886965	32.74997	pine	29.7
549	39.986576	32.690382	apple	15.49
550	39.961024	32.701679	pine	24.97
551	40.051934	32.693958	pine	10.61
552	39.770732	32.620139	apple	8.0
553	39.708545	32.784595	apple	13.88
554	39.890365	32.911545	plane	15.96
555	39.983708	32.704941	pine	8.46
556	39.892244	32.768998	apple	26.61
557	39.900028	32.88352	pine	13.47
558	39.79118	32.919108	apple	19.09
559	39.735197	32.748408	plane	2.27
560	40.079352	32.836826	pine	20.91
561	39.879486	32.921886	plane	2.38
562	39.729193	32.893602	apple	18.07
563	39.88188	32.922816	pine	17.71
564	40.053013	32.917135	plane	14.18
565	40.050987	32.614525	pine	15.56
566	39.934034	32.917473	apple	16.68
567	39.910479	32.905889	apple	29.36
568	39.876589	32.967137	apple	27.82
569	39.722037	32.787395	apple	29.86
570	39.729448	32.671249	plane	18.92
571	39.776531	32.830831	apple	5.76
572	40.002594	32.657332	plane	28.76
573	39.938749	32.906768	pine	12.85
574	39.998845	32.640637	plane	25.9
575	40.040507	32.888104	apple	20.05
576	39.966859	32.814076	pine	6.01
577	39.73281	32.851902	plane	3.14
578	39.730619	32.668875	apple	22.06
579	39.90761	32.612146	pine	9.85
580	39.811279	32.998056	plane	16.91
581	39.911478	32.694801	pine	22.93
582	39.906115	32.611821	plane	15.1
583	40.035274	32.933673	plane	16.35
584	39.95931	32.772885	apple	20.06
585	39.919985	32.625456	plane	2.89
586	40.087613	32.777562	pine	23.86
587	39.784695	32.624978	pine	12.35
588	39.802681	32.773288	pine	3.68
589	39.807554	32.679027	apple	4.08
590	40.063313	32.702598	plane	17.34
591	39.939734	32.905301	apple	27.51
592	39.871277	32.943556	plane	17.17
593	40.098555	32.690232	apple	24.62
594	40.02453	32.884784	plane	21.63
595	39.84157	32.672263	apple	11.37
596	39.818213	32.988957	pine	5.18
597	39.817354	32.958016	pine	22.38
598	39.995873	32.749546	plane	21.95
599	40.094575	32.735269	plane	8.98
600	40.056372	32.715076	plane	14.66
601	39.736731	32.765958	pine	13.07
602	40.039224	32.639047	plane	5.45
603	40.095907	32.936778	pine	29.73
604	39.930161	32.902524	pine	5.12
605	39.846657	32.891991	apple	7.67
606	39.975122	32.72412	apple	29.12
607	39.717359	32.629445	apple	21.54
608	39.82551	32.692223	pine	22.97
609	39.923363	32.83468	pine	13.01
610	39.889898	32.896648	apple	3.85
611	40.042968	32.610349	apple	16.27
612	39.817683	32.785714	plane	17.73
613	40.071726	32.994837	pine	5.01
614	40.042647	32.714242	pine	2.02
615	40.074624	32.957152	pine	19.76
616	39.934244	32.958871	pine	11.7
617	40.081705	32.778259	plane	3.66
618	40.081132	32.634094	pine	15.82
619	39.914038	32.713093	plane	26.69
620	39.708445	32.945578	plane	4.6
621	39.760065	32.728548	apple	24.92
622	40.042176	32.928247	pine	19.31
623	39.776774	32.913575	pine	29.01
624	39.884372	32.802153	plane	22.92
625	39.853959	32.982266	plane	14.71
626	39.864604	32.631496	plane	12.67
627	39.945058	32.720301	apple	19.01
628	39.818974	32.684921	plane	17.41
629	39.968043	32.978077	plane	14.01
630	39.988847	32.758046	apple	18.63
631	39.933708	32.867994	plane	12.19
632	39.969369	32.857778	plane	28.55
633	39.981759	32.670617	apple	12.68
634	39.716985	32.774364	plane	9.23
635	39.970974	32.917128	apple	23.34
636	39.804795	32.649271	apple	2.18
637	39.899081	32.710384	plane	12.02
638	39.777495	32.70389	apple	12.22
639	40.006367	32.613521	pine	21.79
640	39.751004	32.844031	apple	21.37
641	39.886133	32.899278	pine	17.53
642	39.972334	32.628106	apple	14.42
643	39.73956	32.733885	pine	26.68
644	39.933764	32.98791	pine	10.06
645	39.911657	32.666517	apple	18.29
646	40.092741	32.879901	pine	12.27
647	40.071892	32.618718	plane	13.3
648	39.739753	32.869543	plane	18.92
649	39.844116	32.787935	plane	6.67
650	39.944888	32.902455	apple	25.87
651	40.092005	32.770311	plane	7.74
652	39.741168	32.873905	apple	6.99
653	39.852535	32.939765	pine	25.7
654	39.77689	32.684731	pine	23.02
655	39.906861	32.921166	plane	4.42
656	39.735728	32.767998	plane	19.38
657	40.088959	32.872942	pine	6.5
658	39.850244	32.735028	pine	22.38
659	39.769003	32.814825	pine	7.7
660	39.887592	32.757004	apple	8.97
661	40.052425	32.604058	pine	8.96
662	40.093127	32.796775	pine	25.7
663	40.018639	32.658298	apple	8.77
664	40.048096	32.713488	plane	21.26
665	39.791684	32.654922	pine	24.12
666	40.054185	32.932638	pine	28.45
667	40.049283	32.899168	pine	14.85
668	39.951418	32.8674	pine	20.79
669	40.032321	32.997477	apple	10.0
670	40.013419	32.821469	apple	28.06
671	40.084347	32.84744	plane	13.01
672	40.014212	32.898483	apple	23.48
673	39.799201	32.652237	plane	25.79
674	40.065764	32.651046	pine	12.34
675	39.705164	32.915917	apple	27.66
676	40.074317	32.668037	plane	17.57
677	40.095574	32.722101	pine	7.15
678	39.735229	32.797074	apple	11.87
679	39.820242	32.990173	plane	17.91
680	39.803224	32.983038	plane	24.1
681	39.75991	32.923801	plane	21.33
682	39.816379	32.948178	pine	10.97
683	40.062211	32.975322	plane	12.8
684	39.753304	32.645659	plane	5.15
685	39.848387	32.680221	pine	9.37
686	39.85444	32.954757	apple	16.57
687	39.771412	32.722583	apple	27.25
688	40.078477	32.602822	apple	19.72
689	40.005134	32.612654	apple	6.73
690	39.732855	32.703843	apple	28.04
691	39.892527	32.900427	apple	23.24
692	39.813636	32.720962	apple	3.45
693	39.999298	32.922856	plane	3.66
694	40.065192	32.825969	apple	6.98
695	39.74082	32.645043	apple	22.69
696	40.039467	32.743867	plane	12.88
697	39.772948	32.6598	apple	6.38
698	40.032246	32.711326	plane	13.96
699	39.838426	32.77042	apple	6.07
700	39.735962	32.670749	pine	21.11
701	39.734284	32.995732	pine	26.39
702	39.890488	32.741055	pine	19.86
703	39.88442	32.956387	pine	11.14
704	40.062323	32.752685	plane	19.13
705	39.774804	32.737167	pine	21.07
706	39.782651	32.869203	pine	14.47
707	39.86442	32.662869	pine	22.02
708	39.938524	32.95772	apple	6.22
709	39.722093	32.847585	apple	22.58
710	39.964353	32.993632	apple	11.98
711	40.014402	32.94923	plane	4.63
712	40.026809	32.685482	pine	26.84
713	39.885149	32.848033	plane	29.23
714	40.01762	32.682545	plane	7.15
715	39.997579	32.696627	pine	28.61
716	40.079042	32.962681	plane	9.53
717	39.74206	32.630409	pine	24.47
718	39.997695	32.753096	plane	4.83
719	39.897867	32.735319	pine	24.25
720	39.740722	32.982065	apple	29.65
721	39.741652	32.989467	plane	9.27
722	39.772815	32.943427	apple	2.03
723	39.789021	32.701715	apple	14.65
724	39.882921	32.776163	apple	6.2
725	39.774921	32.684179	pine	20.95
726	39.863197	32.645774	apple	27.56
727	39.786811	32.655248	apple	28.35
728	39.998456	32.986802	apple	8.79
729	39.90809	32.682622	pine	18.67
730	39.719656	32.886456	plane	10.24
731	39.979937	32.936004	plane	22.75
732	39.87015	32.820926	plane	13.92
733	39.808288	32.834408	plane	12.97
734	39.73421	32.632104	apple	18.08
